Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,,HOA Amenities,HOA Exist YN,HOA Fee,Garage Spaces,HOA Phone,No Of Floors,List Price,Listing Date,Acres,Lot Size,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,State,Status,Status Change Timestamp,Style,View,Year Built,Zip Code,Unit Number,Owner Name,Buyer's Financing,Property Tax,No Of Stories
52 Kirkwood Avenue,1,0,1,743,San Francisco,San Francisco,77,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Other, Barbecue Area, Recreation Room, Trail(s)",TRUE,801,0,(415) 401-2085,,549800,06/03/2026 12:00:00 AM,,0,0,SF426135547,06/03/2026 12:00:00 AM,572800,4591-C746,Residential,-122.370111,37.727124,California,Active,06/03/2026 12:00:00 AM,Contemporary,,2023,94124,421,,,,4
900 Bush Street,1,0,1,632,San Francisco,San Francisco,6,07/08/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool",TRUE,1316,1,(415) 440-9903,,549000,08/13/2026 12:00:00 AM,0.868,37816,0,SF426145545,08/13/2026 12:00:00 AM,549000,0275-B045,Residential,-122.412659,37.789887,California,Active,08/13/2026 12:00:00 AM,,,1982,94109,409,,,,0
900 Bush Street,1,0,1,612,San Francisco,San Francisco,33,06/30/2027 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Pool",TRUE,1329,1,(415) 440-9904,,549000,07/17/2026 12:00:00 AM,0.868,37816,0,SF426145181,07/17/2026 12:00:00 AM,575000,0275-B098,Residential,-122.412659,37.789887,California,Active,07/17/2026 12:00:00 AM,Luxury,,1982,94109,501,,,,0
988 Harrison Street,1,0,1,0,San Francisco,San Francisco,42,07/08/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,549000,07/08/2026 12:00:00 AM,,0,0,SF426144953,07/08/2026 12:00:00 AM,549000,3753-148A,Residential,-122.404119,37.777586,California,Active,07/08/2026 12:00:00 AM,"Contemporary, Modern/High Tech","San Francisco, Downtown",2025,94107,CK5,,,,0
280 Spear Street,1,0,1,519,San Francisco,San Francisco,189,01/07/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,773,0,,,541896,02/11/2026 12:00:00 AM,1.26,54884,0,SF426100034,02/11/2026 12:00:00 AM,541896,3740-123,Residential,-122.391683,37.790006,California,Active,02/11/2026 12:00:00 AM,Contemporary,,2020,94105,4P,,,,0
52 Kirkwood Avenue,1,0,1,717,San Francisco,San Francisco,19,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Other, Barbecue Area, Recreation Room, Trail(s)",TRUE,801,0,(415) 401-2085,,539800,07/31/2026 12:00:00 AM,,0,0,SF426151224,07/31/2026 12:00:00 AM,539800,4591-C720,Residential,-122.370111,37.727124,California,Active,07/31/2026 12:00:00 AM,Contemporary,,2023,94124,321,,,,4
1740 Bancroft Avenue,2,1,4,1520,San Francisco,San Francisco,12,01/02/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Playground, Security Gate(s)",TRUE,728,0,,,534457,08/07/2026 12:00:00 AM,2.303,100298,0,SF426153002,08/07/2026 12:00:00 AM,534457,5421-031,Residential,-122.394756,37.726958,California,Active,08/07/2026 12:00:00 AM,,City,2009,94124,251,,,,0
960 Market Street,1,0,0,512,San Francisco,San Francisco,1,08/19/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park,",TRUE,788,0,,,533000,08/18/2026 12:00:00 AM,,0,0,SF426155548,08/18/2026 12:00:00 AM,533000,AB03-42,Residential,-122.410004,37.783111,California,Active,08/18/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,921,,,,12
888 7th Street,1,0,2,770,San Francisco,San Francisco,83,03/04/2027 12:00:00 AM,0,,,TRUE,682,0,,,529114,05/28/2026 12:00:00 AM,2.187,95280,0,SF426134757,05/28/2026 12:00:00 AM,529114,3800-144,Residential,-122.401242,37.770391,California,Active,05/28/2026 12:00:00 AM,,,2007,94107,355,,,,0
370 Bartlett Street,1,0,1,845,San Francisco,San Francisco,530,03/06/2027 12:00:00 AM,,,,TRUE,100,0,,,525000,03/07/2025 12:00:00 AM,,,0,ML81997066,03/07/2025 5:36:39 PM,599000,6515-008,Residential,-122.419761,37.751132,California,Active,03/07/2025 5:36:39 PM,Contemporary,City Lights,1960,94110,3,Omar Chavez,,,2
8400 Oceanview Terrace,1,0,1,667,San Francisco,San Francisco,5,02/15/2027 12:00:00 AM,0,,,TRUE,873,0,(800) 428-5588,,519000,08/14/2026 12:00:00 AM,7.475,325629,0,SF426154672,08/14/2026 12:00:00 AM,519000,7126-A187,Residential,-122.468304,37.709757,California,Active,08/14/2026 12:00:00 AM,,,2002,94132,412,,,,0
50 Lansing Street,2,0,2,1065,San Francisco,San Francisco,129,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,1050,0,,,519000,04/12/2026 12:00:00 AM,0.461,20082,0,SF426120858,04/12/2026 12:00:00 AM,425000,3749-200,Residential,-122.394326,37.786146,California,Active,04/12/2026 12:00:00 AM,Contemporary,,2006,94105,203,,,,0
960 Market Street,1,0,0,528,San Francisco,San Francisco,1,08/19/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park,",TRUE,788,0,,,515000,08/18/2026 12:00:00 AM,,0,0,SF426155550,08/18/2026 12:00:00 AM,515000,AB03-42A,Residential,-122.410004,37.783111,California,Active,08/18/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,619,,,,12
99 Rausch Street,1,0,1,615,San Francisco,San Francisco,130,09/30/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,750,0,,,510000,04/11/2026 12:00:00 AM,0.753,32800,0,SF426120029,04/11/2026 12:00:00 AM,520000,3730-302,Residential,-122.409296,37.776479,California,Active,04/11/2026 12:00:00 AM,Contemporary,,2017,94103,108,,,,0
95 Red Rock Way,1,0,0,592,San Francisco,San Francisco,75,12/31/2026 12:00:00 AM,1,,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub, Trail(s)",TRUE,778,1,(415) 824-3535,,505000,06/05/2026 12:00:00 AM,0.157,6833,0,SF426137049,06/05/2026 12:00:00 AM,550000,7517-375,Residential,-122.441575,37.746318,California,Active,06/05/2026 12:00:00 AM,Contemporary,"Bay, Mountains, Ridge, San Francisco, Garden/Greenbelt",1972,94131,303M,,,,0
1 Daniel Burnham Court,1,0,0,562,San Francisco,San Francisco,27,12/31/2026 12:00:00 AM,,,,TRUE,1058,1,,,499999,07/23/2026 12:00:00 AM,,,0,ML82042814,07/23/2026 12:00:00 AM,499999,0690-071,Residential,-122.422491,37.786755,California,Active,04/13/2026 10:28:18 PM,,,1988,94109,307,Billot-Bartolome 2025 Trust,,,16
550 Innes Avenue,1,0,1,0,San Francisco,San Francisco,674,12/31/2026 12:00:00 AM,0,,Roof Deck,TRUE,551,1,(925) 310-5626,,499900,12/16/2024 12:00:00 AM,0.125,5449,0,SF424084517,12/16/2024 12:00:00 AM,450000,4591-C428,Residential,-122.36869,37.728259,California,Active,12/16/2024 12:00:00 AM,Modern/High Tech,"Bay, Water",2016,94142,101,,,,0
8300 Oceanview Terrace,1,0,1,669,San Francisco,San Francisco,124,09/30/2026 12:00:00 AM,0,,,TRUE,873,1,(650) 757-9675,,499898,04/17/2026 12:00:00 AM,7.475,325629,0,SF426121922,04/17/2026 12:00:00 AM,515000,7126-A095,Residential,-122.467958,37.710073,California,Active,04/17/2026 12:00:00 AM,,,2002,94132,101,,,,0
400 Beale Street,2,0,2,1143,San Francisco,San Francisco,28,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Pool, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1392,0,,,499888,07/22/2026 12:00:00 AM,0.633,27581,0,SF426148001,07/22/2026 12:00:00 AM,499888,3766-034,Residential,-122.390997,37.787072,California,Active,07/22/2026 12:00:00 AM,,,2001,94105,407,,,,0
461 2nd Street,1,0,1,487,San Francisco,San Francisco,12,02/05/2027 12:00:00 AM,0,,,TRUE,819,0,,,499000,08/07/2026 12:00:00 AM,1.289,56166,0,SF426152917,08/07/2026 12:00:00 AM,499000,3764-136,Residential,-122.3939,37.783594,California,Active,08/07/2026 12:00:00 AM,,,1907,94107,253T,,,,0
52 Innes Court,1,0,1,740,San Francisco,San Francisco,180,12/31/2026 12:00:00 AM,0,,,TRUE,679,0,,,499000,02/20/2026 12:00:00 AM,0.454,19792,0,SF426102506,02/20/2026 12:00:00 AM,499000,4591-C581,Residential,-122.367429,37.727622,California,Active,02/20/2026 12:00:00 AM,Luxury,,2017,94124,305,,,,4
1433 Bush Street,1,0,0,383,San Francisco,San Francisco,155,12/31/2026 12:00:00 AM,,,,TRUE,726,0,,,498800,08/14/2026 12:00:00 AM,0.156,6802,0,ML82057699,03/13/2026 8:29:57 AM,498800,0670-084,Residential,-122.420838,37.788345,California,Active,08/14/2026 8:42:12 AM,,,2019,94109,405,0,,,1
395 6th Street,2,0,2,0,San Francisco,San Francisco,75,06/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,684,0,,,498022,06/05/2026 12:00:00 AM,,0,0,SF426137596,06/05/2026 12:00:00 AM,498022,3753-148,Residential,-122.40412,37.777528,California,Active,06/05/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,BM5,,,,0
550 Van Ness Avenue,1,0,1,796,San Francisco,San Francisco,5,02/15/2027 12:00:00 AM,0,,,TRUE,651,0,(415) 431-7655,,498000,08/14/2026 12:00:00 AM,0.301,13130,0,SF426154697,08/14/2026 12:00:00 AM,498000,3570-066,Residential,-122.41794,37.764336,California,Active,08/14/2026 12:00:00 AM,,,1991,94110,208,,,,0
451 Donahue Street,1,0,1,700,San Francisco,San Francisco,41,10/08/2026 12:00:00 AM,,,"Gym/ Exercise Facility, Roof Deck",TRUE,677,1,,,498000,07/09/2026 12:00:00 AM,,,0,ML82053759,07/09/2026 5:28:00 PM,498000,4591-331,Residential,-122.369641,37.729067,California,Active,07/09/2026 5:28:00 PM,,,2016,94124,407,Tommy Nguyen,,,
1400 Mission Street,2,0,3,1415,San Francisco,San Francisco,107,01/05/2027 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Roof Deck",TRUE,926,0,(415) 777-5200,,497730,05/04/2026 12:00:00 AM,,0,0,SF426123094,05/04/2026 12:00:00 AM,497730,3507-A077,Residential,-122.416473,37.775369,California,Active,05/04/2026 12:00:00 AM,Modern/High Tech,"City, City Lights",2015,94103,701,,,,0
601 Van Ness ,1,0,1,556,San Francisco,San Francisco,14,11/30/2026 12:00:00 AM,,,"Gym/ Exercise Facility, Other,",TRUE,1159,0,(415) 474-0317,,485000,08/05/2026 12:00:00 AM,2.429,105806,0,CRWS26170622,,485000,762256,Residential,-122.420831,37.781512,California,Active,08/04/2026 12:00:00 AM,,City Lights,1982,94102,711,,,,1
200 Brannan St ,2,0,3,2013,San Francisco,San Francisco,100,,0,,"Gym/ Exercise Facility, Other",TRUE,1244,1,(415) 541-9900,,475381,05/11/2026 12:00:00 AM,0,0,0,CC41134279,,475381,3774-267,Residential,-122.390316,37.783618,California,Active,05/18/2026 12:00:00 AM,Contemporary,,2004,94107,126,,,,2
88 Hoff Street,1,1,1,985,San Francisco,San Francisco,394,12/31/2026 12:00:00 AM,1,,"Roof Deck, Car Wash Area",TRUE,744,0,(510) 896-2687,,472935,07/21/2025 12:00:00 AM,0.246,10702,0,SF425056602,07/21/2025 12:00:00 AM,584516,3569-093,Residential,-122.420702,37.76392,California,Active,07/21/2025 12:00:00 AM,Contemporary,City,2000,94110,101,,,,0
395 6th Street,2,0,2,765,San Francisco,San Francisco,35,07/15/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,583,0,,,470707,07/15/2026 12:00:00 AM,,0,0,SF426147440,07/15/2026 12:00:00 AM,470707,3753-148,Residential,-122.40412,37.777528,California,Active,07/15/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Downtown",2025,94107,BM1,,,,0
601 Van Ness Avenue,1,0,1,668,San Francisco,San Francisco,76,09/13/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Racquetball, Sauna, Sauna/ Spa/ Hot Tub, Game Court - Indoor",TRUE,1285,0,,,470000,05/11/2026 12:00:00 AM,2.429,105806,0,SF426127144,05/11/2026 12:00:00 AM,399000,0762-110,Residential,-122.420896,37.781491,California,Active,05/11/2026 12:00:00 AM,,Other,1982,94102,110,,,,9
395 6th Street,2,0,2,805,San Francisco,San Francisco,152,03/20/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,589,0,,,469094,03/20/2026 12:00:00 AM,,0,0,SF426114434,03/20/2026 12:00:00 AM,469094,3753-148,Residential,-122.40412,37.777528,California,Active,03/20/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Twin Peaks, Downtown",0,94107,413,,,,0
10 Innes Ct ,1,0,1,736,San Francisco,San Francisco,38,,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Playground, Roof Deck",TRUE,679,1,(415) 401-2085,,464900,07/13/2026 12:00:00 AM,0,0,0,EB41141536,,479900,4591-C662,Residential,-122.367997,37.728068,California,Active,08/15/2026 12:00:00 AM,Contemporary,,2018,94124,307,,,,1
888 7th Street,1,0,1,545,San Francisco,San Francisco,505,01/12/2027 12:00:00 AM,0,,,TRUE,532,0,(833) 446-2674,,460894,04/01/2025 12:00:00 AM,2.187,95280,0,SF425025217,04/01/2025 12:00:00 AM,460894,3800-096,Residential,-122.400405,37.770553,California,Active,04/01/2025 12:00:00 AM,Contemporary,,2007,94107,231,,,,0
30 Mason Street,1,0,1,728,San Francisco,San Francisco,138,09/06/2026 12:00:00 AM,,,,TRUE,804,0,,,459000,04/03/2026 12:00:00 AM,,,0,ML82039692,04/03/2026 12:00:00 AM,499000,0341-032,Residential,-122.408819,37.783745,California,Active,03/20/2026 6:06:38 PM,,,2007,94102,502,,,,6
395 6th Street,1,0,1,539,San Francisco,San Francisco,75,06/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,647,0,,,452139,06/05/2026 12:00:00 AM,,0,0,SF426137326,06/05/2026 12:00:00 AM,452139,3753-148,Residential,-122.40412,37.777528,California,Active,06/05/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,BM3,,,,0
888 7th Street,1,0,1,549,San Francisco,San Francisco,494,12/31/2026 12:00:00 AM,0,,"Club House, Garden/ Greenbelt/ Trails",TRUE,550,0,(925) 658-5517,,450762,04/11/2025 12:00:00 AM,,0,0,SF425029420,04/11/2025 12:00:00 AM,450762,3800-148,Residential,-122.400405,37.770553,California,Active,04/11/2025 12:00:00 AM,Modern/High Tech,,2007,94107,330,,,,0
135 Red Rock Way,1,0,0,592,San Francisco,San Francisco,,01/31/2027 12:00:00 AM,1,,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub, Trail(s)",TRUE,779,1,(415) 824-3535,,450000,09/01/2026 12:00:00 AM,0.16,6959,0,SF426148029,09/01/2026 12:00:00 AM,450000,7517-327,Residential,-122.442007,37.746205,California,Active,09/01/2026 12:00:00 AM,"Contemporary, Other","Hills, Mountains, Garden/Greenbelt",1972,94131,203L,,,,3
4343 3rd Street,1,0,1,603,San Francisco,San Francisco,40,01/01/2027 12:00:00 AM,0,,,TRUE,516,1,(415) 431-7855,,450000,07/10/2026 12:00:00 AM,0.226,9845,0,SF426143899,07/10/2026 12:00:00 AM,499000,5278-030,Residential,-122.389276,37.738097,California,Active,07/10/2026 12:00:00 AM,Contemporary,,2007,94124,202,,,,0
95 Red Rock Way,1,0,0,592,San Francisco,San Francisco,147,08/31/2026 12:00:00 AM,,,,TRUE,778,0,(415) 824-3535,,450000,03/25/2026 12:00:00 AM,,,0,ML82034671,03/25/2026 12:00:00 AM,480000,7517-363,Residential,-122.44152,37.746326,California,Active,02/11/2026 3:12:06 PM,,,1972,94131,203M,Peter Lee,,,1
888 7th Street,1,0,1,535,San Francisco,San Francisco,685,12/01/2026 12:00:00 AM,0,,"Club House, Garden/ Greenbelt/ Trails",TRUE,452,0,,,449577,10/03/2024 12:00:00 AM,2.187,95280,0,SF424070431,10/03/2024 12:00:00 AM,449577,3800-101,Residential,-122.400405,37.770553,California,Active,10/03/2024 12:00:00 AM,Contemporary,,2007,94107,234,,,,0
395 6th Street,2,0,2,819,San Francisco,San Francisco,75,06/05/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,589,0,,,449000,06/05/2026 12:00:00 AM,,0,0,SF426137351,06/05/2026 12:00:00 AM,449000,3753-148,Residential,-122.40412,37.777528,California,Active,06/05/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,305,,,,0
888 7th Street,1,0,1,535,San Francisco,San Francisco,393,09/20/2026 12:00:00 AM,0,,,TRUE,537,1,(925) 658-5517,,438608,07/22/2025 12:00:00 AM,2.187,95280,0,SF425059300,07/22/2025 12:00:00 AM,467608,3800-050,Residential,-122.400405,37.770553,California,Active,07/22/2025 12:00:00 AM,Contemporary,Garden/Greenbelt,2007,94107,134,,,,0
99 Rausch Street,1,0,1,601,San Francisco,San Francisco,133,12/31/2026 12:00:00 AM,0,,,TRUE,820,0,,,436500,04/08/2026 12:00:00 AM,0.753,32800,0,SF426119137,04/08/2026 12:00:00 AM,468300,3730-381,Residential,-122.409296,37.776479,California,Active,04/08/2026 12:00:00 AM,,,2017,94103,421,,,,0
1310 Fillmore Street,1,0,1,740,San Francisco,San Francisco,49,04/27/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck, Dog Park, Security Gate(s), Dog Run",TRUE,986,1,(800) 400-2284,,435397,07/01/2026 12:00:00 AM,1.215,52938,0,SF426137662,07/01/2026 12:00:00 AM,435397,0732-074,Residential,-122.432037,37.782066,California,Active,07/01/2026 12:00:00 AM,Flat/Low Pitch,,2007,94115,610,,,,13
175 Red Rock WAY ,1,0,0,474,San Francisco,San Francisco,14,,0,,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Pool, Sauna",TRUE,778,1,(415) 824-3535,,435000,08/05/2026 12:00:00 AM,0,0,0,EB41143950,,435000,7517-285,Residential,-122.442069,37.745807,California,Active,08/12/2026 12:00:00 AM,,"Partial, Water",1972,94131,APT 209K,,,,
6 Mint Plaza,1,0,1,713,San Francisco,San Francisco,84,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,1093,0,,,434539,05/27/2026 12:00:00 AM,0.132,5738,0,SF426134351,05/27/2026 12:00:00 AM,432895,3704-147,Residential,-122.407866,37.783027,California,Active,05/27/2026 12:00:00 AM,Luxury,,1900,94103,203A,,,,0
1177 California Street,1,0,0,437,San Francisco,San Francisco,26,10/31/2026 12:00:00 AM,0,,"Pool, Sauna, Security Gate(s), Sauna/ Spa/ Hot Tub",TRUE,1476,1,,,430000,07/24/2026 12:00:00 AM,0.727,31662,0,SF426147518,07/24/2026 12:00:00 AM,430000,0253-A148,Residential,-122.41362,37.791326,California,Active,07/24/2026 12:00:00 AM,Luxury,"City, San Francisco, City Lights",1978,94108,711,,,,0
601 Van Ness Avenue,1,0,0,489,San Francisco,San Francisco,26,10/05/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Racquetball, Sauna, , Sauna/ Spa/ Hot Tub",TRUE,1150,0,(415) 474-0317,,429000,07/24/2026 12:00:00 AM,2.429,105806,0,SF426146463,07/24/2026 12:00:00 AM,429000,0762-253,Residential,-122.420831,37.781512,California,Active,07/24/2026 12:00:00 AM,Contemporary,"City, Twin Peaks, City Lights, Downtown",1982,94102,708,,,,0
285 Main Street,1,0,1,567,San Francisco,San Francisco,206,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,773,0,,,420091,01/25/2026 12:00:00 AM,1.26,54884,0,SF426098776,01/25/2026 12:00:00 AM,420091,3740-137,Residential,-122.39197,37.789673,California,Active,01/25/2026 12:00:00 AM,,,2020,94105,409,,,,0
50 Jerrold Avenue,1,0,1,611,San Francisco,San Francisco,160,10/30/2026 12:00:00 AM,0,,Barbecue Area,TRUE,650,1,,,419000,03/12/2026 12:00:00 AM,0.563,24525,0,SF426110940,03/12/2026 12:00:00 AM,449000,4591-C529,Residential,-122.369511,37.727757,California,Active,03/12/2026 12:00:00 AM,Modern/High Tech,"Bay, City, Water",2016,94124,306,,,,0
2 Mint Plaza,1,0,1,671,San Francisco,San Francisco,371,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,946,0,,,414940,08/13/2025 12:00:00 AM,0.179,7776,0,SF425065334,08/13/2025 12:00:00 AM,414940,3704-126,Residential,-122.407688,37.783159,California,Active,08/13/2025 12:00:00 AM,Contemporary,,1926,94103,207,,,,0
395 6th Street,1,0,1,621,San Francisco,San Francisco,35,07/15/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,408490,07/15/2026 12:00:00 AM,,0,0,SF426147435,07/15/2026 12:00:00 AM,408490,3753-148,Residential,-122.40412,37.777528,California,Active,07/15/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Twin Peaks",2025,94107,BE1,,,,0
370 Monterey Boulevard,1,0,1,807,San Francisco,San Francisco,195,09/02/2027 12:00:00 AM,0,,,TRUE,745,1,(928) 897-6377,,407000,02/05/2026 12:00:00 AM,0.429,18700,0,SF426098629,02/05/2026 12:00:00 AM,427287,3091-094,Residential,-122.443411,37.731798,California,Active,02/05/2026 12:00:00 AM,,City,1978,94131,313,,,,0
355 1st Street,1,0,1,659,San Francisco,San Francisco,50,04/06/2028 12:00:00 AM,0,,"Park, Barbecue Area, Pool, Recreation Room, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1126,0,,,404645,06/30/2026 12:00:00 AM,0.886,38571,0,SF426138287,06/30/2026 12:00:00 AM,424877,3748-192,Residential,-122.393465,37.786887,California,Active,06/30/2026 12:00:00 AM,,,2004,94105,S310,,,,0
400 Beale Street,1,0,1,828,San Francisco,San Francisco,157,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,1277,0,,,399500,03/15/2026 12:00:00 AM,0.633,27581,0,SF426112220,03/15/2026 12:00:00 AM,425000,3766-046,Residential,-122.390997,37.787072,California,Active,03/15/2026 12:00:00 AM,Contemporary,,2002,94105,505,,,,0
395 6th Street,1,0,1,620,San Francisco,San Francisco,7,08/12/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,560,0,,,399000,08/12/2026 12:00:00 AM,,0,0,SF426155436,08/12/2026 12:00:00 AM,399000,3753-148A,Residential,-122.40412,37.777528,California,Active,08/12/2026 12:00:00 AM,"Contemporary, Modern/High Tech",,2025,94107,BE8,,,,0
1400 Mission Street,1,0,1,643,San Francisco,San Francisco,14,03/01/2027 12:00:00 AM,0,,Roof Deck,TRUE,599,0,,,399000,08/05/2026 12:00:00 AM,0.564,24546,0,SF426151833,08/05/2026 12:00:00 AM,399000,3507-A113,Residential,-122.416376,37.775345,California,Active,08/05/2026 12:00:00 AM,Contemporary,,2015,94103,907,,,,0
301 Crescent Court,1,0,1,804,San Francisco,San Francisco,90,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Barbecue Area",TRUE,741,0,,,399000,05/21/2026 12:00:00 AM,2.626,114388,0,SF426132945,05/21/2026 12:00:00 AM,399000,4991-475,Residential,-122.388595,37.711115,California,Active,05/21/2026 12:00:00 AM,Contemporary,,2007,94134,3101,,,,0
395 6th Street,1,0,1,539,San Francisco,San Francisco,35,07/15/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,552,0,,,397159,07/15/2026 12:00:00 AM,,0,0,SF426147421,07/15/2026 12:00:00 AM,397159,3753-148,Residential,-122.40412,37.777528,California,Active,07/15/2026 12:00:00 AM,"Contemporary, Modern/High Tech","City, San Francisco, Twin Peaks",2025,94107,BE3,,,,0
1235 Mcallister Street,1,0,1,666,San Francisco,San Francisco,28,12/18/2026 12:00:00 AM,0,,,TRUE,597,0,(925) 824-2888,,393695,07/22/2026 12:00:00 AM,0.947,41262,0,SF426146685,07/22/2026 12:00:00 AM,393695,0779-114,Residential,-122.432667,37.778299,California,Active,07/22/2026 12:00:00 AM,Contemporary,,2000,94115,223,,,,0
1160 Mission Street,1,0,1,664,San Francisco,San Francisco,54,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1023,0,,,393503,06/26/2026 12:00:00 AM,1,43557,0,SF426142521,06/26/2026 12:00:00 AM,393503,3702-147,Residential,-122.412221,37.778375,California,Active,06/26/2026 12:00:00 AM,Contemporary,City,2008,94103,1105,,,,0
1400 Mission Street,1,0,1,655,San Francisco,San Francisco,333,12/31/2026 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Roof Deck",TRUE,569,0,(415) 777-5200,,388000,09/20/2025 12:00:00 AM,,0,0,SF425068028,09/20/2025 12:00:00 AM,407384,3507-A085,Residential,-122.416473,37.775369,California,Active,09/20/2025 12:00:00 AM,Modern/High Tech,"City, City Lights",2015,94103,709,,,,0
140 South Van Ness Avenue,1,0,0,630,San Francisco,San Francisco,118,04/22/2027 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area",TRUE,684,0,,,386204,04/23/2026 12:00:00 AM,0.991,43147,0,SF426123644,04/23/2026 12:00:00 AM,386204,3514-076,Residential,-122.418559,37.771627,California,Active,04/23/2026 12:00:00 AM,Contemporary,,2002,94103,341,,,,0
1400 Mission Street,1,0,1,655,San Francisco,San Francisco,405,03/08/2027 12:00:00 AM,0,,,TRUE,559,0,,,386000,07/09/2025 12:00:00 AM,0.564,24546,0,SF425056210,07/09/2025 12:00:00 AM,388000,3507-150,Residential,-122.416473,37.775369,California,Active,07/09/2025 12:00:00 AM,,,0,94103,1203,,,,0
285 Main Street,1,0,2,826,San Francisco,San Francisco,183,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck, Dog Park",TRUE,925,0,,,385168,02/17/2026 12:00:00 AM,,0,0,SF426104537,02/17/2026 12:00:00 AM,385168,109,Residential,-122.39197,37.789673,California,Active,02/17/2026 12:00:00 AM,,,0,94105,312,,,,0
855 Folsom Street,1,0,2,838,San Francisco,San Francisco,206,12/31/2026 12:00:00 AM,0,,Other,TRUE,923,0,,,381000,01/25/2026 12:00:00 AM,1.278,55687,0,SF426093681,01/25/2026 12:00:00 AM,481000,3752-349,Residential,-122.40195,37.780896,California,Active,01/25/2026 12:00:00 AM,Contemporary,City,2001,94107,742,,,,0
100 Duboce Avenue,1,0,0,468,San Francisco,San Francisco,211,12/01/2026 12:00:00 AM,0,,Roof Deck,TRUE,720,0,,,370820,01/20/2026 12:00:00 AM,0.207,9014,0,SF425093001,01/20/2026 12:00:00 AM,370820,3502-164,Residential,-122.422559,37.769983,California,Active,01/20/2026 12:00:00 AM,Contemporary,,2022,94103,306,,,,0
